duration_bin_very_long,poutcome_success,pdays,month,contact_unknown,housing,previous,duration_bin_medium,marital_married,education,day,marital_single,campaign,balance_bin_very_high,job_management
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,1,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,3,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,1,1
1,0,0.0,5,1,0,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,1,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,0,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,0,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.0,0,1
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,0,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,0,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,0,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,0.0,0,1
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,-0.5,0,1
0,0,0.0,5,1,0,0.0,1,0,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,0,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,0,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,0,0.0,1,1,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,1,0
1,0,0.0,5,1,0,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,1
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,3,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,0,0,-0.8461538461538461,1,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,0,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,0,0.0,1,1,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,0,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,1.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,0,0.0,0,1,3,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,0,0.0,0,1,1,-0.8461538461538461,0,0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,0,1,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,3,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,0,0.0,1,1,2,-0.8461538461538461,0,-0.5,1,1
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,-0.5,0,1
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,1,1,3,-0.8461538461538461,0,0.0,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,0,0,3,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,0,1,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,1,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,1,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
1,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,0,0.0,0,0,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,3,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,0,0.0,0,1,0,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,0,0.0,0,1,0,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,0,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,3,-0.8461538461538461,0,0.0,0,1
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,0.5,0,1
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,-0.5,0,1
0,0,0.0,5,1,0,0.0,0,1,0,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,0,0.0,1,1,0,-0.8461538461538461,0,-0.5,1,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,0,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,0.5,1,1
1,0,0.0,5,1,0,0.0,0,1,0,-0.8461538461538461,0,0.0,0,1
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,-0.5,0,1
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,1,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,2,-0.8461538461538461,1,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,1,0,3,-0.8461538461538461,1,-0.5,0,1
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,1,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,3,-0.8461538461538461,1,0.0,0,1
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,0,0.5,0,1
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,3,-0.8461538461538461,1,-0.5,0,1
1,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,-0.5,0,0
1,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,0.0,0,1
1,0,0.0,5,1,1,0.0,0,0,1,-0.8461538461538461,0,-0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,1.0,0,0
0,0,0.0,5,1,0,0.0,1,0,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,0,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,0,0.0,0,1,3,-0.8461538461538461,0,0.0,0,0
1,0,0.0,5,1,1,0.0,0,1,1,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,0,0.0,0,1,3,-0.8461538461538461,0,1.0,0,0
0,0,0.0,5,1,1,0.0,1,1,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,3,-0.8461538461538461,1,0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,0.0,0,1
1,0,0.0,5,1,1,0.0,0,0,0,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.5,0,0
0,0,0.0,5,1,0,0.0,1,1,3,-0.8461538461538461,0,0.0,0,1
1,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,1.0,0,0
1,0,0.0,5,1,1,0.0,0,0,1,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,1,0,1,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,1,1,0,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,0,2,-0.8461538461538461,1,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,0,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
0,0,0.0,5,1,1,0.0,0,1,3,-0.8461538461538461,0,0.0,0,1
0,0,0.0,5,1,1,0.0,1,1,2,-0.8461538461538461,0,0.5,0,0
0,0,0.0,5,1,1,0.0,0,1,2,-0.8461538461538461,0,0.0,0,0
